;Nombre;Estrellas;Ciudad;Calificacion;Numero de reseñas;Precio por noche;Direccion;Servicios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156;Casa Kush;0;Guadalajara;8.0;44;650;Calle Josefa Vergara H. 12,  76000,  Queretaro,  México;['Check-in/check-out online', 'Cubrebocas disponibles', 'Desayuno', 'Estacionamiento', 'Gel desinfectante disponible', 'Habitación de no fumar', 'Lobby/vestíbulo', 'Mascotas permitidas', 'Nuevos protocolos de seguridad', 'Opción de pago sin efectivo', 'PC con internet', 'Protocolo de respuesta', 'Recepción 24 horas', 'Resguardo de equipaje', 'Sana distancia', 'Servicio a la habitación', 'Terraza', 'Toma de temperatura', 'Wifi en el lobby', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Balcón', 'Baño con regadera', 'Caja fuerte en habitación', 'Escritorio', 'Se pueden abrir ventanas', 'Teléfono', 'Wifi', 'Wifi gratis (habitaciones)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157;Bhoga Boutique Hotel;0;Isla Holbox;9.0;167;651;16 Poniente Esquina 5 Norte 570 Fraccionamiento Bonampak, Colonia Moctezuma,  29030,  Tuxtla Gutierrez,  México;['Bar en el hotel', 'Botones', 'Café', 'Centro de negocios', 'Check-in/check-out online', 'Check-in/out exprés', 'Cubrebocas disponibles', 'Desayuno', 'Desinfección frecuente', 'Doctor en el hotel', 'Elevador', 'Estacionamiento', 'Gel desinfectante disponible', 'Gimnasio', 'Habitación de no fumar', 'Lobby/vestíbulo', 'Nuevos protocolos de seguridad', 'Opción de pago sin efectivo', 'PC con internet', 'Protocolo de respuesta', 'Recepción 24 horas', 'Resguardo de equipaje', 'Restaurante', 'Sala de conferencias', 'Sana distancia', 'Servicio a la habitación', 'Servicio de lavandería', 'Servicio de limpieza', 'Toma de temperatura', 'Traslado desde/al aeropuerto', 'Wifi en el lobby', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Aire acondicionado', 'Caja fuerte en habitación', 'Equipo para planchar', 'Escritorio', 'Pantalla plana', 'Se pueden abrir ventanas', 'TV', 'Televisión por cable', 'Wifi', 'Wifi gratis (habitaciones)', 'Acceso para silla de ruedas', 'Estacionamiento adaptado para discapacitados'],,,,,,,,,,,,
158;Kuku Ruku Hotel;3;Queretaro;8.0;864;652;Av. Pedro Moreno,570,  44100,  Guadalajara,  México;['Boutique en la propiedad', 'Centro de negocios', 'Cubrebocas disponibles', 'Desinfección frecuente', 'Doctor en el hotel', 'Elevador', 'Estacionamiento', 'Gel desinfectante disponible', 'Gimnasio', 'Habitación de no fumar', 'Lobby/vestíbulo', 'Nuevos protocolos de seguridad', 'PC con internet', 'Protocolo de respuesta', 'Recepción 24 horas', 'Resguardo de equipaje', 'Restaurante', 'Sala de conferencias', 'Sana distancia', 'Servicio a la habitación', 'Servicio de limpieza', 'Snack bar', 'Toma de temperatura', 'Wifi en el lobby', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Aire acondicionado', 'Cafetera', 'Caja fuerte en habitación', 'Escritorio', 'TV', 'Televisión por cable', 'Wifi', 'Wifi gratis (habitaciones)'],,,,,,,,,,,,,,,,,,,,,,,
159;Hotel Vista Inn Premium;4;Tuxtla Gutierrez;8.1;416;655;Bruno Martínez,165,  34000,  Durango,  México;['Centro de negocios', 'Desayuno', 'Elevador', 'Estacionamiento', 'Habitación de no fumar', 'PC con internet', 'Recepción 24 horas', 'Resguardo de equipaje', 'Restaurante', 'Servicio a la habitación', 'Servicio de limpieza', 'Wifi en el lobby', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Aire acondicionado', 'TV', 'Televisión por cable', 'Wifi'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160;Hotel Dali Plaza Ejecutivo;3;Guadalajara;8.8;1512;656;Norte 1-C,4835,  07380,  Ciudad de México,  México;['Bar en el hotel', 'Centro de negocios', 'Concierge', 'Desayuno', 'Doctor en el hotel', 'Elevador', 'Estacionamiento', 'Gel desinfectante disponible', 'Habitación de no fumar', 'Nuevos protocolos de seguridad', 'Opción de pago sin efectivo', 'Protocolo de respuesta', 'Recepción 24 horas', 'Resguardo de equipaje', 'Servicio a la habitación', 'Servicio de limpieza', 'Snack bar', 'Wifi en el lobby', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Se pueden abrir ventanas', 'TV', 'TV por satélite', 'Televisión por cable', 'Wifi', 'Wifi gratis (habitaciones)', 'Acceso para silla de ruedas', 'Estacionamiento adaptado para discapacitados'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161;Hotel Principado Durango;3;Durango;8.5;386;656;Boulevard Lázaro Cárdenas No. 1181,  91194,  Xalapa Enriquez,  México;['Check-in/check-out online', 'Check-in/out exprés', 'Elevador', 'Estacionamiento', 'Gel desinfectante disponible', 'Habitación de no fumar', 'Lobby/vestíbulo', 'Nuevos protocolos de seguridad', 'Opción de pago sin efectivo', 'PC con internet', 'Protocolo de respuesta', 'Recepción 24 horas', 'Resguardo de equipaje', 'Restaurante', 'Sala de conferencias', 'Sala de juegos o videojuegos', 'Sana distancia', 'Servicio a la habitación', 'Servicio de lavandería', 'Servicio de limpieza', 'Snack bar', 'Toma de temperatura', 'Wifi en el lobby', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Aire acondicionado', 'Balcón', 'Caja fuerte en habitación', 'Calefacción central', 'Escritorio', 'Sala de estar', 'TV', 'TV por satélite', 'Televisión por cable', 'Teléfono', 'Wifi', 'Wifi gratis (habitaciones)', 'Estacionamiento adaptado para discapacitados', 'Parque infantil'],,,,,,,,,,,,,,,,,,,
162;Hotel Escala Central del Norte;3;Ciudad de México;8.2;865;656;LOTE 1 y 2, MZ 133 Colonia Zazil-Ha,  77720,  Playa del Carmen,  México;['Alberca', 'Habitación de no fumar', 'Recepción 24 horas', 'Servicio de limpieza', 'Wifi gratis'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163;Hotel Atenas;3;Xalapa Enriquez;8.9;46;657;Av. Chapultepec 328, Col. Roma Norte,  06700,  Ciudad de México,  México;['Bar en el hotel', 'Botones', 'Café', 'Check-in/check-out online', 'Check-in/out exprés', 'Concierge', 'Desayuno', 'Desinfección frecuente', 'Doctor en el hotel', 'Elevador', 'Estacionamiento', 'Gel desinfectante disponible', 'Habitación de no fumar', 'Lobby/vestíbulo', 'Nuevos protocolos de seguridad', 'Opción de pago sin efectivo', 'PC con internet', 'Protocolo de respuesta', 'Recepción 24 horas', 'Resguardo de equipaje', 'Restaurante', 'Sana distancia', 'Servicio a la habitación', 'Servicio de limpieza', 'Toma de temperatura', 'Valet parking', 'Wifi en el lobby', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Escritorio', 'Se pueden abrir ventanas', 'TV', 'Televisión por cable', 'Wifi', 'Wifi gratis (habitaciones)', 'Acceso para silla de ruedas', 'Estacionamiento adaptado para discapacitados', 'Hotel accesible'],,,,,,,,,,,,,,,,,,,
164;Hotel Winday Playa Del Carmen;0;Playa del Carmen;7.4;123;657;Avenida Cupules NÂº 60 GARCIA GINERES,  97070,  Mérida,  México;['Alberca', 'Alberca exterior', 'Café', 'Check-in/check-out online', 'Check-in/out exprés', 'Concierge', 'Doctor en el hotel', 'Estacionamiento', 'Gel desinfectante disponible', 'Habitación de no fumar', 'Nuevos protocolos de seguridad', 'Opción de pago sin efectivo', 'Protocolo de respuesta', 'Recepción 24 horas', 'Renta de autos', 'Resguardo de equipaje', 'Restaurante', 'Sana distancia', 'Toma de temperatura', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Aire acondicionado', 'Balcón', 'Clóset', 'Televisión por cable', 'Ventilador', 'Wifi gratis (habitaciones)', 'Acceso para silla de ruedas'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165;Segovia Regency;4;Ciudad de México;8.2;2044;661;Panuco 198,  06500,  Ciudad de México,  México;['Check-in/check-out online', 'Check-in/out exprés', 'Concierge', 'Cubrebocas disponibles', 'Gel desinfectante disponible', 'Habitación de no fumar', 'Nuevos protocolos de seguridad', 'Opción de pago sin efectivo', 'Protocolo de respuesta', 'Recepción 24 horas', 'Resguardo de equipaje', 'Restaurante', 'Sana distancia', 'Servicio a la habitación', 'Servicio de lavandería', 'Servicio de limpieza', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Balcón', 'Cocina', 'Equipo para planchar', 'Televisión por cable', 'Wifi gratis (habitaciones)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166;Hotel Virreyes;0;Mérida;8.6;110;661;republica de el salvador no.137 col centro,  6090,  Ciudad de México,  México;['Check-in/check-out online', 'Cubrebocas disponibles', 'Desinfección frecuente', 'Doctor en el hotel', 'Elevador', 'Gel desinfectante disponible', 'Habitación de no fumar', 'Nuevos protocolos de seguridad', 'Opción de pago sin efectivo', 'PC con internet', 'Protocolo de respuesta', 'Recepción 24 horas', 'Resguardo de equipaje', 'Sana distancia', 'Servicio a la habitación 24hrs', 'Servicio de limpieza', 'Snack bar', 'Toma de temperatura', 'Traslado desde/al aeropuerto', 'Wifi en el lobby', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Caja fuerte en habitación', 'TV', 'Televisión por cable', 'Wifi gratis (habitaciones)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167;Casa Panuco;0;Ciudad de México;8.6;260;662;PASEO DEGOLLADO 85 ZONA CENTRO,  44100,  Guadalajara,  México;['Elevador', 'Habitación de no fumar', 'Opción de pago sin efectivo', 'Recepción 24 horas', 'Sana distancia', 'Servicio a la habitación', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Baño con regadera', 'Caja fuerte en habitación', 'Clóset', 'Escritorio', 'Secadora de cabello', 'Televisión por cable', 'Teléfono', 'Wifi gratis (habitaciones)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168;Hotel Patria;3;Ciudad de México;7.2;126;663;CALLE PASEO KUKA,  77310,  Isla Holbox,  México;['Alberca', 'Alberca exterior', 'Concierge', 'Habitación de no fumar', 'Resguardo de equipaje', 'Servicio de limpieza', 'Toallas en la alberca', 'Wifi gratis', 'Aire acondicionado', 'Balcón', 'Caja fuerte en habitación', 'Escritorio', 'Televisión por cable', 'Wifi gratis (habitaciones)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169;Six Hotel Guadalajara Degollado;0;Guadalajara;8.8;590;664;322 Calle Prisciliano Sánchez,  44100,  Guadalajara,  México;['Café', 'Check-in/check-out online', 'Concierge', 'Doctor en el hotel', 'Gel desinfectante disponible', 'Nuevos protocolos de seguridad', 'Protocolo de respuesta', 'Recepción 24 horas', 'Sana distancia', 'Servicio de limpieza', 'Toma de temperatura', 'Baño con regadera', 'Caja fuerte en habitación', 'Clóset', 'Escritorio', 'Ventilador'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170;Kai Hotel Boutique Adults Only;0;Isla Holbox;8.4;83;666;Av. Miguel Aleman #310,  91130,  Xalapa Enriquez,  México;['Bar en el hotel', 'Café', 'Centro de negocios', 'Check-in/check-out online', 'Check-in/out exprés', 'Concierge', 'Cubrebocas disponibles', 'Desayuno', 'Desinfección frecuente', 'Doctor en el hotel', 'Elevador', 'Estacionamiento', 'Gel desinfectante disponible', 'Habitación de no fumar', 'Nuevos protocolos de seguridad', 'Opción de pago sin efectivo', 'Protocolo de respuesta', 'Recepción 24 horas', 'Resguardo de equipaje', 'Restaurante', 'Sala de conferencias', 'Sala de juegos o videojuegos', 'Sana distancia', 'Servicio a la habitación', 'Servicio de lavandería', 'Servicio de limpieza', 'Toma de temperatura', 'Traslado desde/al aeropuerto', 'Wifi en el lobby', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Aire acondicionado', 'Caja fuerte en habitación', 'Equipo para planchar', 'Escritorio', 'Pantalla plana', 'TV', 'Televisión por cable', 'Wifi', 'Wifi gratis (habitaciones)', 'Acceso para silla de ruedas', 'Estacionamiento adaptado para discapacitados'],,,,,,,,,,,,,,,,
171;Hotel TOTEM Guadalajara;0;Guadalajara;8.8;821;668;Primer Callejón 5 de Mayo 17,  06000,  Ciudad de México,  México;['Habitación de no fumar', 'Recepción 24 horas', 'Wifi en el lobby', 'Wifi gratis', 'Pantalla plana', 'Wifi'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172;Hotel Klimt;0;Xalapa Enriquez;8.8;321;669;Calle Corregidora 188,  Queretaro,  México;['Bar en el hotel', 'Estacionamiento', 'Gel desinfectante disponible', 'Habitación de no fumar', 'Nuevos protocolos de seguridad', 'Opción de pago sin efectivo', 'Protocolo de respuesta', 'Recepción 24 horas', 'Resguardo de equipaje', 'Restaurante', 'Sana distancia', 'Servicio a la habitación', 'Servicio de lavandería', 'Servicio de limpieza', 'Snack bar', 'Toma de temperatura', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Aire acondicionado', 'Caja fuerte en habitación', 'Escritorio', 'Televisión por cable', 'Wifi gratis (habitaciones)', 'Estacionamiento adaptado para discapacitados'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173;Hotel Juarez;3;Ciudad de México;8.6;1515;669;Morelos 2244,  44910,  Guadalajara,  México;['Alberca', 'Alberca exterior', 'Botones', 'Concierge', 'Desayuno', 'Elevador', 'Estacionamiento', 'Gel desinfectante disponible', 'Habitación de no fumar', 'Lobby/vestíbulo', 'Mascotas permitidas', 'Nuevos protocolos de seguridad', 'Opción de pago sin efectivo', 'Protocolo de respuesta', 'Recepción 24 horas', 'Renta de autos', 'Resguardo de equipaje', 'Restaurante', 'Sala de conferencias', 'Sana distancia', 'Servicio a la habitación', 'Servicio de lavandería', 'Servicio de limpieza', 'Sombrillas', 'Spa', 'Terraza', 'Toallas en la alberca', 'Toma de temperatura', 'Traslado desde/al aeropuerto', 'Valet parking', 'Wifi en el lobby', 'Wifi gratis', 'Wifi gratis (áreas comunes)', '', 'Aire acondicionado', 'Balcón', 'Caja fuerte en habitación', 'Equipo para planchar', 'Pantalla plana', 'Se pueden abrir ventanas', 'TV', 'Televisión de paga', 'Wifi', 'Wifi gratis (habitaciones)', 'Masajes', 'Salón de belleza', 'Estacionamiento adaptado para discapacitados', 'Hotel accesible', 'Estancia gratuita para niños'],,,,,,,,,
174;Hotel Amberes;4;Queretaro;8.4;2270;671;Periferico Raul Lopez Sanchez No. 11995 Colonia San Antonio de los Bravos,  27058,  Torreon,  México;['Check-in/check-out online', 'Desinfección frecuente', 'Doctor en el hotel', 'Elevador', 'Estacionamiento', 'Gel desinfectante disponible', 'Habitación de no fumar', 'Nuevos protocolos de seguridad', 'Opción de pago sin efectivo', 'Protocolo de respuesta', 'Recepción 24 horas', 'Sana distancia', 'Servicio de limpieza', 'Snack bar', 'Toma de temperatura', 'Wifi en el lobby', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Aire acondicionado', 'Baño con regadera', 'Escritorio', 'Microondas', 'Wifi', 'Wifi gratis (habitaciones)', 'Estacionamiento adaptado para discapacitados'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175;Hotel Las Pergolas;4;Guadalajara;7.6;971;672;Av Revolución 6 Colonia Centro.,  44100,  Guadalajara,  México;['Botones', 'Cubrebocas disponibles', 'Desayuno', 'Doctor en el hotel', 'Elevador', 'Estacionamiento', 'Gel desinfectante disponible', 'Habitación de no fumar', 'Lobby/vestíbulo', 'Nuevos protocolos de seguridad', 'Opción de pago sin efectivo', 'PC con internet', 'Protocolo de respuesta', 'Recepción 24 horas', 'Renta de autos', 'Resguardo de equipaje', 'Sana distancia', 'Servicio a la habitación', 'Servicio de limpieza', 'Terraza', 'Toma de temperatura', 'Valet parking', 'Wifi en el lobby', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Aire acondicionado', 'Balcón', 'Escritorio', 'Sala de estar', 'Se pueden abrir ventanas', 'TV', 'TV por satélite', 'Televisión por cable', 'Tetera', 'Wifi', 'Wifi gratis (habitaciones)', 'Estacionamiento adaptado para discapacitados'],,,,,,,,,,,,,,,,,,,,,
176;Hotel Hi ! Torreon Aeropuerto-Galerias;0;Torreon;8.5;458;672;Blvd Adolfo Lopez Mateos 1503,Leon, Guanajuato, Mexico,  37266,  Leon,  México;['Centro de negocios', 'Doctor en el hotel', 'Elevador', 'Estacionamiento', 'Gel desinfectante disponible', 'Gimnasio', 'Habitación de no fumar', 'Nuevos protocolos de seguridad', 'Opción de pago sin efectivo', 'PC con internet', 'Protocolo de respuesta', 'Recepción 24 horas', 'Resguardo de equipaje', 'Sala de conferencias', 'Sana distancia', 'Servicio de lavandería', 'Servicio de limpieza', 'Toma de temperatura', 'Valet parking', 'Wifi en el lobby', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Balcón', 'Escritorio', 'Microondas', 'Sala de estar', 'Se pueden abrir ventanas', 'TV', 'Televisión por cable', 'Wifi', 'Wifi gratis (habitaciones)', 'Estacionamiento adaptado para discapacitados', 'Hotel accesible'],,,,,,,,,,,,,,,,,,,,,,
177;Hotel Alcazar - Guadalajara Centro Historico;4;Guadalajara;8.6;1846;672;Blvd. Adolfo Lopez Mateos 0.809,  37000,  Leon,  México;['Check-in/check-out online', 'Check-in/out exprés', 'Cubrebocas disponibles', 'Desayuno', 'Elevador', 'Estacionamiento', 'Gel desinfectante disponible', 'Gimnasio', 'Habitación de no fumar', 'Nuevos protocolos de seguridad', 'Opción de pago sin efectivo', 'Protocolo de respuesta', 'Recepción 24 horas', 'Restaurante', 'Sana distancia', 'Servicio de lavandería', 'Servicio de limpieza', 'Toma de temperatura', 'Wifi en el lobby', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Aire acondicionado', 'Caja fuerte en habitación', 'Equipo para planchar', 'Escritorio', 'Pantalla plana', 'Se pueden abrir ventanas', 'Televisión por cable', 'Tetera', 'Wifi', 'Wifi gratis (habitaciones)', 'Estacionamiento adaptado para discapacitados', 'Hotel accesible'],,,,,,,,,,,,,,,,,,,,,,,,,
178;Hotel River Poliforum;3;Leon;7.4;617;672;Avenida Los Pinos s/n entre calle 26 y Avenida López Mateos,  24115,  Ciudad del Carmen,  México;['Alberca', 'Alberca exterior', 'Bar en el hotel', 'Check-in/check-out online', 'Check-in/out exprés', 'Desayuno', 'Desinfección frecuente', 'Elevador', 'Estacionamiento', 'Gel desinfectante disponible', 'Gimnasio', 'Habitación de no fumar', 'Mascotas permitidas', 'Nuevos protocolos de seguridad', 'Opción de pago sin efectivo', 'PC con internet', 'Protocolo de respuesta', 'Recepción 24 horas', 'Resguardo de equipaje', 'Restaurante', 'Sala de conferencias', 'Sana distancia', 'Servicio a la habitación', 'Servicio de lavandería', 'Servicio de limpieza', 'Toallas en la alberca', 'Toma de temperatura', 'Traslado desde/al aeropuerto', 'Wifi en el lobby', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Aire acondicionado', 'Cafetera', 'Caja fuerte en habitación', 'Equipo para planchar', 'Escritorio', 'Pantalla plana', 'TV', 'Televisión por cable', 'Tetera', 'Wifi', 'Wifi gratis (habitaciones)', 'Acceso para silla de ruedas', 'Estacionamiento adaptado para discapacitados'],,,,,,,,,,,,,,
179;Hotel Dajana Boulevard;2;Leon;8.2;998;675;Circuito Universitario 15110, Fraccionamiento Los Huertos, III Etapa,  31125,  Chihuahua,  México;['Cajero automático', 'Centro de negocios', 'Desayuno', 'Estacionamiento', 'Gel desinfectante disponible', 'Gimnasio', 'Habitación de no fumar', 'Lobby/vestíbulo', 'Nuevos protocolos de seguridad', 'Opción de pago sin efectivo', 'PC con internet', 'Protocolo de respuesta', 'Recepción 24 horas', 'Resguardo de equipaje', 'Sala de conferencias', 'Sana distancia', 'Servicio a la habitación', 'Servicio de lavandería', 'Servicio de limpieza', 'Toma de temperatura', 'Wifi en el lobby', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Baño con regadera', 'Pantalla plana', 'Secadora de cabello', 'Televisión por cable', 'Teléfono', 'Wifi', 'Wifi gratis (habitaciones)', 'Estacionamiento adaptado para discapacitados', 'Hotel accesible'],,,,,,,,,,,,,,,,,,,,,,,,
180;La Venta Inn Ciudad del Carmen;4;Ciudad del Carmen;8.4;847;676;Calzada de Guadalupe 195 Colonia 7 de Noviembre,  07840,  Ciudad de México,  México;['Bar en el hotel', 'Botones', 'Centro de negocios', 'Check-in/check-out online', 'Check-in/out exprés', 'Cubrebocas disponibles', 'Elevador', 'Estacionamiento', 'Gel desinfectante disponible', 'Habitación de no fumar', 'Lobby/vestíbulo', 'Nuevos protocolos de seguridad', 'PC con internet', 'Protocolo de respuesta', 'Recepción 24 horas', 'Resguardo de equipaje', 'Restaurante', 'Sala de conferencias', 'Sana distancia', 'Servicio a la habitación', 'Servicio a la habitación 24hrs', 'Servicio de limpieza', 'Snack bar', 'Toma de temperatura', 'Wifi en el lobby', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Caja fuerte en habitación', 'Escritorio', 'Se pueden abrir ventanas', 'TV', 'Televisión por cable', 'Wifi', 'Wifi gratis (habitaciones)', 'Acceso para silla de ruedas', 'Estacionamiento adaptado para discapacitados'],,,,,,,,,,,,,,,,,,,,,,
181;Comfort Inn Chihuahua;4;Chihuahua;7.6;975;678;Av. Alvaro Obregon 32B,  06700,  Ciudad de México,  México;['Elevador', 'Estacionamiento', 'Habitación de no fumar', 'Recepción 24 horas', 'Servicio a la habitación', 'Servicio de limpieza', 'Wifi gratis', 'Escritorio', 'Televisión por cable', 'Wifi gratis (habitaciones)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182;Hotel Villa de Madrid;4;Ciudad de México;8.0;510;678;Aldama 404 - Col Centro,  86000,  Villahermosa,  México;['Centro de negocios', 'Concierge', 'Desayuno', 'Desinfección frecuente', 'Doctor en el hotel', 'Elevador', 'Estacionamiento', 'Gel desinfectante disponible', 'Habitación de no fumar', 'Lobby/vestíbulo', 'Mascotas permitidas', 'Nuevos protocolos de seguridad', 'Opción de pago sin efectivo', 'Protocolo de respuesta', 'Recepción 24 horas', 'Restaurante', 'Sala de conferencias', 'Sana distancia', 'Servicio a la habitación', 'Servicio de lavandería', 'Servicio de limpieza', 'Toma de temperatura', 'Valet parking', 'Wifi en el lobby', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Equipo para planchar', 'Escritorio', 'Televisión por cable', 'Wifi', 'Wifi gratis (habitaciones)'],,,,,,,,,,,,,,,,,,,,,,,,,,,
183;Monarca;0;Ciudad de México;8.2;712;678;Calle 59 No.546 X 68 Colonia Centro,  97000,  Mérida,  México;['Alberca', 'Alberca exterior', 'Bar en el hotel', 'Botones', 'Café', 'Camastros', 'Check-in/check-out online', 'Cubrebocas disponibles', 'Desayuno', 'Elevador', 'Estacionamiento', 'Gel desinfectante disponible', 'Habitación de no fumar', 'Lobby/vestíbulo', 'Nuevos protocolos de seguridad', 'Opción de pago sin efectivo', 'Protocolo de respuesta', 'Recepción 24 horas', 'Renta de autos', 'Resguardo de equipaje', 'Restaurante', 'Sala de conferencias', 'Sana distancia', 'Servicio a la habitación', 'Servicio de limpieza', 'Sombrillas', 'Terraza', 'Toallas en la alberca', 'Toma de temperatura', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Aire acondicionado', 'Balcón', 'Baño con regadera', 'Caja fuerte en habitación', 'Clóset', 'Escritorio', 'Espejo de aumento', 'Secadora de cabello', 'TV', 'Televisión por cable', 'Teléfono', 'Wifi', 'Wifi gratis (habitaciones)'],,,,,,,,,,,,,,
184;Olmeca Plaza Urban Express;3;Villahermosa;7.8;1813;679;Boulevard Héroes de Chapultepec 801,  98054,  Zacatecas,  México;['Alberca', 'Alberca techada', 'Bar en el hotel', 'Café', 'Camastros', 'Cargador de VE', 'Centro de negocios', 'Check-out extendido', 'Concierge', 'Cubrebocas disponibles', 'Desayuno', 'Desinfección frecuente', 'Doctor en el hotel', 'Estacionamiento', 'Gel desinfectante disponible', 'Gimnasio', 'Habitaciones hipoalergénicas', 'Habitación de no fumar', 'Lobby/vestíbulo', 'Nuevos protocolos de seguridad', 'Opción de pago sin efectivo', 'PC con internet', 'Protocolo de respuesta', 'Recepción 24 horas', 'Resguardo de equipaje', 'Restaurante', 'Sala de conferencias', 'Sana distancia', 'Servicio a la habitación', 'Servicio de lavandería', 'Servicio de limpieza', 'Snack bar', 'Spa', 'Toma de temperatura', 'Wifi en el lobby', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Aire acondicionado', 'Cafetera', 'Caja fuerte en habitación', 'Calefacción central', 'Equipo para planchar', 'Escritorio', 'Microondas', 'Pantalla plana', 'Refrigerador', 'Se pueden abrir ventanas', 'TV', 'Televisión por cable', 'Wifi', 'Wifi gratis (habitaciones)', 'Masajes', 'Acceso para silla de ruedas', 'Estacionamiento adaptado para discapacitados', 'Parque infantil'],,,
185;Hotel Ambassador Merida;4;Mérida;7.7;1825;680;Carretera Cristobal Colon km 542, Avenida Oaxaca 243 Colonia Santa Rosa Panzacola,,  68039,  Oaxaca,  México;['Alberca', 'Alberca techada', 'Check-in/check-out online', 'Check-in/out exprés', 'Cubrebocas disponibles', 'Desinfección frecuente', 'Doctor en el hotel', 'Estacionamiento', 'Gel desinfectante disponible', 'Habitación de no fumar', 'Nuevos protocolos de seguridad', 'Opción de pago sin efectivo', 'PC con internet', 'Protocolo de respuesta', 'Recepción 24 horas', 'Restaurante', 'Sana distancia', 'Servicio de limpieza', 'Toma de temperatura', 'Traslado desde/al aeropuerto', 'Wifi en el lobby', 'Wifi gratis', 'Baño con regadera', 'Clóset', 'Se pueden abrir ventanas', 'TV', 'Televisión por cable', 'Wifi', 'Estacionamiento adaptado para discapacitados'],,,,,,,,,,,,,,,,,,,,,,,,,,,
186;Hotel & Spa Hacienda Baruk;5;Zacatecas;7.9;1984;680;Blvd Revolucion 3501 Ote,  27000,  Torreon,  México;['Bar en el hotel', 'Centro de negocios', 'Check-in/check-out online', 'Check-out extendido', 'Cubrebocas disponibles', 'Desayuno', 'Desinfección frecuente', 'Doctor en el hotel', 'Estacionamiento', 'Gimnasio', 'Habitación de no fumar', 'Mascotas permitidas', 'Nuevos protocolos de seguridad', 'Opción de pago sin efectivo', 'Protocolo de respuesta', 'Recepción 24 horas', 'Restaurante', 'Sala de conferencias', 'Sana distancia', 'Servicio a la habitación', 'Servicio de limpieza', 'Terraza', 'Toma de temperatura', 'Wifi en el lobby', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Aire acondicionado', 'Calefacción central', 'Equipo para planchar', 'Escritorio', 'Pantalla plana', 'Se pueden abrir ventanas', 'TV', 'Televisión por cable', 'Wifi', 'Wifi gratis (habitaciones)', 'Estacionamiento adaptado para discapacitados', 'Hotel accesible', 'Estancia gratuita para niños'],,,,,,,,,,,,,,,,,,,
