;Nombre;Estrellas;Ciudad;Calificacion;Numero de reseñas;Precio por noche;Direccion;Servicios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103;Hotel Mateos 1215;3;Leon;6.8;365;580;Blvd. Lopez Mateos 1215,  37270,  Leon,  México;['Centro de negocios', 'Check-in/check-out online', 'Check-in/out exprés', 'Cubrebocas disponibles', 'Desayuno', 'Estacionamiento', 'Gel desinfectante disponible', 'Gimnasio', 'Habitación de no fumar', 'Nuevos protocolos de seguridad', 'Opción de pago sin efectivo', 'Protocolo de respuesta', 'Recepción 24 horas', 'Sala de conferencias', 'Sana distancia', 'Servicio a la habitación', 'Toma de temperatura', 'Traslado desde/al aeropuerto', 'Valet parking', 'Wifi en el lobby', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Aire acondicionado', 'Escritorio', 'TV', 'Televisión de paga', 'Televisión por cable', 'Wifi', 'Wifi gratis (habitaciones)', 'Estacionamiento adaptado para discapacitados'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
104;Hotel Santa Lucia;3;Mérida;8.1;381;582;Calle 55 No. 508,  97000,  Mérida,  México;['Alberca', 'Alberca exterior', 'Café', 'Camastros', 'Check-in/check-out online', 'Check-in/out exprés', 'Doctor en el hotel', 'Gel desinfectante disponible', 'Habitación de no fumar', 'Lobby/vestíbulo', 'Nuevos protocolos de seguridad', 'Opción de pago sin efectivo', 'PC con internet', 'Protocolo de respuesta', 'Recepción 24 horas', 'Resguardo de equipaje', 'Sana distancia', 'Servicio de limpieza', 'Terraza', 'Toma de temperatura', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Aire acondicionado', 'Balcón', 'Baño con regadera', 'Clóset', 'Espejo de aumento', 'Se pueden abrir ventanas', 'Secadora de cabello', 'TV', 'Televisión por cable', 'Teléfono', 'Tetera', 'Ventilador', 'Wifi gratis (habitaciones)', 'Niñera'],,,,,,,,,,,,,,,,,,,,,,
105;Hotel Beddo Express Queretaro;0;El Pueblito;7.8;229;584;67 Avenida Constituyentes Hotel,  76030,  El Pueblito,  México;['Alberca', 'Alberca exterior', 'Café', 'Centro de negocios', 'Check-in/check-out online', 'Concierge', 'Cubrebocas disponibles', 'Doctor en el hotel', 'Estacionamiento', 'Gel desinfectante disponible', 'Habitación de no fumar', 'Nuevos protocolos de seguridad', 'Opción de pago sin efectivo', 'Protocolo de respuesta', 'Recepción 24 horas', 'Restaurante', 'Sala de conferencias', 'Sana distancia', 'Servicio a la habitación', 'Servicio de lavandería', 'Servicio de limpieza', 'Toma de temperatura', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Aire acondicionado', 'Equipo para planchar', 'Escritorio', 'Wifi gratis (habitaciones)', 'Estacionamiento adaptado para discapacitados'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106;Capital O Colon, Ciudad Guzman Jalisco;4;Ciudad Guzman;6.4;250;584;Colón 655,  49000,  Ciudad Guzman,  México;['Alberca', 'Alberca exterior', 'Camastros', 'Check-in/check-out online', 'Check-in/out exprés', 'Estacionamiento', 'Habitación de no fumar', 'Lobby/vestíbulo', 'PC con internet', 'Resguardo de equipaje', 'Servicio de lavandería', 'Servicio de limpieza', 'Terraza', 'Toallas en la alberca', 'Wifi en el lobby', 'Wifi gratis', 'Wifi gratis (áreas comunes)', '', 'Balcón', 'Baño con regadera', 'Clóset', 'Escritorio', 'Pantalla plana', 'Se pueden abrir ventanas', 'Secadora', 'Secadora de cabello', 'TV', 'Televisión por cable', 'Teléfono', 'Tetera', 'Wifi', 'Wifi gratis (habitaciones)', 'Hotel accesible'],,,,,,,,,,,,,,,,,,,,,,,,
107;Hotel MB;3;Campeche;7.8;346;585;AV. HEROE DE NACOZARI LOMAS,  24050,  Campeche,  México;['Centro de negocios', 'Estacionamiento', 'Habitación de no fumar', 'Recepción 24 horas', 'Sala de conferencias', 'Servicio a la habitación', 'Traslado desde/al aeropuerto', 'Wifi en el lobby', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Aire acondicionado', 'Baño con regadera', 'Escritorio', 'Televisión por cable', 'Wifi', 'Wifi gratis (habitaciones)', 'Estacionamiento adaptado para discapacitados'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108;HOTEL ESTADIO S.A;0;Ciudad de México;8.0;374;585;Chiapas 5 Col.Roma Norte Delegacion Cuauhtemoc,  06700,  Ciudad de México,  México;['Elevador', 'Estacionamiento', 'Habitación de no fumar', 'Recepción 24 horas', 'Servicio a la habitación', 'Servicio de limpieza', 'Snack bar', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Caja fuerte en habitación', 'Wifi gratis (habitaciones)', 'Estacionamiento adaptado para discapacitados'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109;Hotel La Villa - Solo Adultos;0;Ciudad de México;6.9;44;586;20 Montiel Tepeyac Insurgentes,  07020,  Ciudad de México,  México;['Elevador', 'Estacionamiento', 'Habitación de no fumar', 'Recepción 24 horas', 'Servicio de limpieza', 'Wifi gratis', 'Baño con regadera', 'Wifi gratis (habitaciones)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110;Mauritania Tanger Centre;2;Pungarabato;7.5;198;588;2 Rue Almohades Souk Dakhel Petit Socco,  92000,  Pungarabato,  México;['Check-in/out exprés', 'Concierge', 'Desayuno', 'Limpieza de zapatos', 'Lobby/vestíbulo', 'Recepción 24 horas', 'Terraza', 'Wifi en el lobby', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Baño con regadera', 'Escritorio', 'Pantalla plana', 'Se pueden abrir ventanas', 'Secadora de cabello', 'TV', 'TV por satélite', 'Televisión por cable', 'Wifi'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111;Casa Picacho;0;Jesús María;9.5;31;588;Calvillo-Aguascalientes Km13.3,  20994,  Jesús María,  México;['Estacionamiento', 'Recepción 24 horas', 'Servicio de lavandería', 'Servicio de limpieza', 'Tienda/quiosco', 'Wifi gratis', 'Aire acondicionado', 'Calefacción central', 'Escritorio', 'Televisión por cable', 'Acceso para silla de ruedas'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112;Hotel TecnolÓgico Norte;3;Chihuahua;7.8;489;590;AVENIDA CRISTOBAL COLÓN 100,  31136,  Chihuahua,  México;['Centro de negocios', 'Elevador', 'Estacionamiento', 'Habitación de no fumar', 'Recepción 24 horas', 'Servicio de lavandería', 'Servicio de limpieza', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Aire acondicionado', 'Caja fuerte en habitación', 'Televisión por cable', 'Wifi gratis (habitaciones)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113;Suites Flamboyanes;4;Mérida;7.4;1720;591;Av. Itzaes No. 266,  97070,  Mérida,  México;['Alberca', 'Alberca exterior', 'Botones', 'Camastros', 'Check-in/check-out online', 'Cubrebocas disponibles', 'Desayuno', 'Elevador', 'Estacionamiento', 'Gel desinfectante disponible', 'Habitación de no fumar', 'Nuevos protocolos de seguridad', 'Opción de pago sin efectivo', 'PC con internet', 'Protocolo de respuesta', 'Recepción 24 horas', 'Renta de autos', 'Sana distancia', 'Servicio de limpieza', 'Toma de temperatura', 'Wifi en el lobby', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Aire acondicionado', 'Balcón', 'Baño con regadera', 'Calefacción central', 'Clóset', 'Escritorio', 'Sala de estar', 'Secadora de cabello', 'TV', 'TV por satélite', 'Televisión por cable', 'Teléfono', 'Ventilador', 'Wifi', 'Wifi gratis (habitaciones)', 'Estacionamiento adaptado para discapacitados'],,,,,,,,,,,,,,,,,,,
114;Hotel Sevilla;4;Ciudad de México;7.8;2097;593;Serapio Rendon 124 Colonia San Rafael,  06470,  Ciudad de México,  México;['Bar en el hotel', 'Desayuno', 'Estacionamiento', 'Gimnasio', 'Habitación de no fumar', 'Lobby/vestíbulo', 'PC con internet', 'Recepción 24 horas', 'Resguardo de equipaje', 'Restaurante', 'Sala de conferencias', 'Servicio de lavandería', 'Servicio de limpieza', 'Traslado desde/al aeropuerto', 'Wifi en el lobby', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'TV', 'Televisión por cable', 'Tetera', 'Wifi', 'Wifi gratis (habitaciones)', 'Estacionamiento adaptado para discapacitados'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115;Barrio Latino Adult Only;0;Felipe Carrillo Puerto;8.4;1569;598;Calle 4 entre Avenida,  77710,  Felipe Carrillo Puerto,  México;['Cajero automático', 'Cargador de VE', 'Casino', 'Centro de negocios', 'Check-out extendido', 'Discoteca', 'Equipo de animación', 'Habitación de no fumar', 'PC con internet', 'Recepción 24 horas', 'Restaurante', 'Servicio a la habitación', 'Servicio de lavandería', 'Terraza', 'Wifi en el lobby', 'Wifi gratis', 'Aire acondicionado', 'Baño con regadera', 'Microondas', 'Secadora de cabello', 'Tetera', 'Ventilador', 'Wifi', 'Wifi gratis (habitaciones)', 'Acceso para silla de ruedas', 'Estacionamiento adaptado para discapacitados'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116;Plaza Centro;4;Tepatitlan de Morelos;8.3;362;600;Hidalgo 63,  47600,  Tepatitlan de Morelos,  México;['Elevador', 'Estacionamiento', 'Habitación de no fumar', 'Lobby/vestíbulo', 'PC con internet', 'Recepción 24 horas', 'Restaurante', 'Servicio a la habitación', 'Servicio de lavandería', 'Servicio de limpieza', 'Wifi en el lobby', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Baño con regadera', 'Escritorio', 'Se pueden abrir ventanas', 'TV', 'Teléfono', 'Ventilador', 'Wifi', 'Wifi gratis (habitaciones)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117;Hotel Los Altos;2;Tijuana;6.6;823;600;Av. Martin Careaga # 1850 Fraccionamiento Los Altos,  22536,  Tijuana,  México;['Bar en el hotel', 'Check-in/check-out online', 'Check-in/out exprés', 'Concierge', 'Desayuno', 'Estacionamiento', 'Gel desinfectante disponible', 'Habitación de no fumar', 'Nuevos protocolos de seguridad', 'Opción de pago sin efectivo', 'Protocolo de respuesta', 'Recepción 24 horas', 'Sana distancia', 'Servicio a la habitación', 'Servicio de lavandería', 'Servicio de limpieza', 'Snack bar', 'Terraza', 'Traslado desde/al aeropuerto', 'Valet parking', 'Wifi en el lobby', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Aire acondicionado', 'Caja fuerte en habitación', 'Calefacción central', 'Equipo para planchar', 'Escritorio', 'Pantalla plana', 'Se pueden abrir ventanas', 'TV', 'TV por satélite', 'Televisión por cable', 'Wifi', 'Wifi gratis (habitaciones)', 'Acceso para silla de ruedas', 'Estacionamiento adaptado para discapacitados', 'Hotel accesible'],,,,,,,,,,,,,,,,,,,,
118;Extended Suites Chihuahua La Juventud;3;Chihuahua;8.6;1387;601;Maria Montessori Lt. 1 y 2 #4102 Col. Fraccionamiento Las Misione,  31115,  Chihuahua,  México;['Alberca', 'Alberca exterior', 'Camastros', 'Desayuno', 'Doctor en el hotel', 'Elevador', 'Estacionamiento', 'Gel desinfectante disponible', 'Gimnasio', 'Habitación de no fumar', 'Nuevos protocolos de seguridad', 'Protocolo de respuesta', 'Recepción 24 horas', 'Sana distancia', 'Servicio de lavandería', 'Sombrillas', 'Tienda/quiosco', 'Toma de temperatura', 'Wifi en el lobby', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Aire acondicionado', 'Baño con regadera', 'Calefacción central', 'Clóset', 'Espejo de aumento', 'Microondas', 'Secadora de cabello', 'TV', 'TV por satélite', 'Televisión por cable', 'Teléfono', 'Wifi', 'Wifi gratis (habitaciones)', 'Acceso para silla de ruedas', 'Estacionamiento adaptado para discapacitados', 'Hotel accesible'],,,,,,,,,,,,,,,,,,,,,
119;Hotel Terranova;3;Leon;8.6;289;608;Salina Cruz 112,  37260,  Leon,  México;['Botones', 'Boutique en la propiedad', 'Centro de negocios', 'Check-in/check-out online', 'Check-in/out exprés', 'Doctor en el hotel', 'Elevador', 'Estacionamiento', 'Gel desinfectante disponible', 'Habitación de no fumar', 'Nuevos protocolos de seguridad', 'Opción de pago sin efectivo', 'PC con internet', 'Protocolo de respuesta', 'Recepción 24 horas', 'Resguardo de equipaje', 'Sala de conferencias', 'Sana distancia', 'Servicio a la habitación', 'Snack bar', 'Toma de temperatura', 'Valet parking', 'Wifi en el lobby', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Aire acondicionado', 'Caja fuerte en habitación', 'Equipo para planchar', 'Sala de estar', 'TV', 'Televisión por cable', 'Wifi', 'Wifi gratis (habitaciones)', 'Acceso para silla de ruedas', 'Estacionamiento adaptado para discapacitados'],,,,,,,,,,,,,,,,,,,,,,,
120;Hotel Central;0;Centro;8.1;344;611;20 Noviembre 103,  Centro,  México;['Centro de negocios', 'Estacionamiento', 'Recepción 24 horas', 'Restaurante', 'Servicio de limpieza', 'Wifi gratis', 'Televisión por cable'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121;Hotel La Cascada;4;Aguascalientes;8.6;40;612;Blvd. José María Chávez,1942,  20290,  Aguascalientes,  México;['Alberca', 'Alberca exterior', 'Bar en el hotel', 'Café', 'Camastros', 'Check-in/check-out online', 'Check-in/out exprés', 'Doctor en el hotel', 'Estacionamiento', 'Gel desinfectante disponible', 'Gimnasio', 'Habitaciones hipoalergénicas', 'Habitación de no fumar', 'Nuevos protocolos de seguridad', 'Opción de pago sin efectivo', 'Protocolo de respuesta', 'Recepción 24 horas', 'Resguardo de equipaje', 'Sala de conferencias', 'Sana distancia', 'Servicio a la habitación', 'Sombrillas', 'Spa', 'Terraza', 'Traslado desde/al aeropuerto', 'Wifi en el lobby', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Aire acondicionado', 'Balcón', 'Caja fuerte en habitación', 'Calefacción central', 'Se pueden abrir ventanas', 'Tetera', 'Wifi', 'Wifi gratis (habitaciones)', 'Acceso para silla de ruedas', 'Estacionamiento adaptado para discapacitados'],,,,,,,,,,,,,,,,,,,
122;Hotel Mision Express Celaya;3;Celaya;5.5;185;614;Carretera Celaya Villagrán km 5.8, Fracc. El Puente,  38110,  Celaya,  México;['Bar en el hotel', 'Centro de negocios', 'Check-in/check-out online', 'Check-in/out exprés', 'Concierge', 'Cubrebocas disponibles', 'Desayuno', 'Desinfección frecuente', 'Elevador', 'Estacionamiento', 'Gel desinfectante disponible', 'Habitación de no fumar', 'Mascotas permitidas', 'Opción de pago sin efectivo', 'Protocolo de respuesta', 'Recepción 24 horas', 'Resguardo de equipaje', 'Restaurante', 'Sana distancia', 'Servicio a la habitación', 'Servicio de lavandería', 'Servicio de limpieza', 'Toma de temperatura', 'Valet parking', 'Wifi en el lobby', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Aire acondicionado', 'Caja fuerte en habitación', 'Escritorio', 'Sala de estar', 'TV', 'Tetera', 'Wifi', 'Wifi gratis (habitaciones)', 'Tina de hidromasaje'],,,,,,,,,,,,,,,,,,,,,
123;Hotel Green River;3;Izamal;7.5;246;614;Avenida Zamná, Calle 39, Numero 342 por 38 y 40,  97540,  Izamal,  México;['Alberca', 'Alberca exterior', 'Café', 'Cargador de VE', 'Check-in/check-out online', 'Check-in/out exprés', 'Doctor en el hotel', 'Estacionamiento', 'Gel desinfectante disponible', 'Habitación de no fumar', 'Lobby/vestíbulo', 'Mascotas permitidas', 'Nuevos protocolos de seguridad', 'Opción de pago sin efectivo', 'Recepción 24 horas', 'Sana distancia', 'Servicio a la habitación', 'Servicio de lavandería', 'Terraza', 'Toallas en la alberca', 'Toma de temperatura', 'Wifi en el lobby', 'Wifi gratis', 'Wifi gratis (áreas comunes)', '', 'Aire acondicionado', 'Balcón', 'Baño con regadera', 'Escritorio', 'Minibar', 'Sala de estar', 'Se pueden abrir ventanas', 'Secadora de cabello', 'TV', 'Televisión por cable', 'Ventilador', 'Wifi', 'Estacionamiento adaptado para discapacitados'],,,,,,,,,,,,,,,,,,
124;Casa Ticul Boutique;0;Playa del Carmen;8.2;1406;614;5a avenida entre calle 28 y 40 ColZacil ha,  77710,  Playa del Carmen,  México;['Alberca', 'Recepción 24 horas', 'Restaurante', 'Servicio de limpieza', 'Wifi gratis', 'Aire acondicionado', 'Televisión por cable', 'Wifi gratis (habitaciones)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125;HVH by Yaxche;4;Guadalajara;9.0;638;615;Avenida Juarez, 596- Esquina Avenida 8 de Julio,  44100,  Guadalajara,  México;['Botones', 'Desayuno', 'Doctor en el hotel', 'Elevador', 'Estacionamiento', 'Gel desinfectante disponible', 'Habitación de no fumar', 'Lobby/vestíbulo', 'Nuevos protocolos de seguridad', 'Protocolo de respuesta', 'Recepción 24 horas', 'Resguardo de equipaje', 'Restaurante', 'Servicio a la habitación', 'Terraza', 'Traslado desde/al aeropuerto', 'Wifi en el lobby', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Aire acondicionado', 'Cafetera', 'Caja fuerte en habitación', 'Escritorio', 'Se pueden abrir ventanas', 'TV', 'Wifi', 'Wifi gratis (habitaciones)', 'Estacionamiento adaptado para discapacitados'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126;Hotel Tepeyac;2;San Cristóbal de las Casas;8.8;180;615;ANDADOR GUADALUPE NO. 40,  29230,  San Cristóbal de las Casas,  México;['Habitación de no fumar', 'Recepción 24 horas', 'Restaurante', 'Servicio a la habitación', 'Servicio de lavandería', 'Servicio de limpieza', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Baño con regadera', 'Camas hipoalergénicas', 'TV', 'TV por satélite', 'Wifi gratis (habitaciones)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127;Colmena Tonala;0;Ciudad de México;8.6;89;616;343 Tonalá,  06760,  Ciudad de México,  México;['Centro de negocios', 'Check-in/check-out online', 'Check-in/out exprés', 'Concierge', 'Estacionamiento', 'Gel desinfectante disponible', 'Habitación de no fumar', 'Nuevos protocolos de seguridad', 'Opción de pago sin efectivo', 'Protocolo de respuesta', 'Recepción 24 horas', 'Resguardo de equipaje', 'Sala de juegos o videojuegos', 'Servicio a la habitación', 'Servicio de lavandería', 'Servicio de limpieza', 'Sombrillas', 'Toma de temperatura', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Asador exterior', 'Balcón', 'Cocina', 'Equipo para planchar', 'Escritorio', 'Wifi gratis (habitaciones)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128;Hostel Hospedarte Chapultepec;3;Guadalajara;9.0;1011;617;Efraín Gonzalez Luna 2075 Street,  44160,  Guadalajara,  México;['Bar en el hotel', 'Camastros', 'Check-in/check-out online', 'Check-in/out exprés', 'Concierge', 'Cubrebocas disponibles', 'Desayuno', 'Desinfección frecuente', 'Doctor en el hotel', 'Estacionamiento', 'Gel desinfectante disponible', 'Habitación de no fumar', 'Nuevos protocolos de seguridad', 'Opción de pago sin efectivo', 'Protocolo de respuesta', 'Recepción 24 horas', 'Resguardo de equipaje', 'Sala de juegos o videojuegos', 'Sana distancia', 'Servicio a la habitación', 'Servicio de lavandería', 'Servicio de limpieza', 'Snack bar', 'Terraza', 'Toma de temperatura', 'Wifi en el lobby', 'Wifi gratis', 'Wifi gratis (áreas comunes)', 'Balcón', 'Caja fuerte en habitación', 'Cocina', 'Pantalla plana', 'Se pueden abrir ventanas', 'TV', 'Wifi', 'Wifi gratis (habitaciones)', 'Estacionamiento adaptado para discapacitados', 'Actividades para niños'],,,,,,,,,,,,,,,,,,,,
129;Hotel Central;3;Juchitan de Zaragoza;8.5;119;620;Avenida Efrain R. Gómez num.30,  70000,  Juchitan de Zaragoza,  México;['Centro de negocios', 'Check-in/out exprés', 'Check-out extendido', 'Concierge', 'Lobby/vestíbulo', 'PC con internet', 'Recepción 24 horas', 'Servicio de lavandería', 'Servicio de limpieza', 'Terraza', 'Wifi en el lobby', 'Wifi gratis', 'Baño con regadera', 'Sala de estar', 'Se pueden abrir ventanas', 'TV', 'Televisión por cable', 'Wifi', 'Wifi gratis (habitaciones)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130;Posada San Felipe De Jesus;0;Mérida;8.6;26;620;calle 7 No. 510 x 20 col. Maya,  97134,  Mérida,  México;['Estacionamiento', 'Habitación de no fumar', 'Recepción 24 horas', 'Servicio a la habitación', 'Servicio de limpieza', 'Wifi gratis', 'Aire acondicionado', 'Televisión por cable'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131;The Waves Tulum;0;Tulum;8.6;1064;621;AVENIDA KUKULKAN,  77780,  Tulum,  México;['Alberca', 'Alberca exterior', 'Bar en el hotel', 'Bar en la alberca', 'Check-in/check-out online', 'Check-in/out exprés', 'Concierge', 'Cubrebocas disponibles', 'Desinfección frecuente', 'Doctor en el hotel', 'Elevador', 'Estacionamiento', 'Gel desinfectante disponible', 'Gimnasio', 'Habitación de no fumar', 'Mascotas permitidas', 'Nuevos protocolos de seguridad', 'Opción de pago sin efectivo', 'Protocolo de respuesta', 'Recepción 24 horas', 'Resguardo de equipaje', 'Restaurante', 'Sana distancia', 'Servicio a la habitación', 'Servicio de lavandería', 'Servicio de limpieza', 'Spa', 'Toma de temperatura', 'Traslado desde/al aeropuerto', 'Wifi gratis', 'Wifi gratis (áreas comunes)', '', 'Aire acondicionado', 'Balcón', 'Baño con regadera', 'Baño con tina', 'Caja fuerte en habitación', 'Clóset', 'Equipo para planchar', 'Espejo de aumento', 'Secadora de cabello', 'Televisión por cable', 'Wifi gratis (habitaciones)', 'Baño de vapor', 'Cama de bronceado', 'Masajes', 'Salón de belleza', 'Sauna', 'Tina de hidromasaje', 'Estacionamiento adaptado para discapacitados'],,,,,,,,
